County,Town,Date/Time,Distance,Name,Cost,Results,DateTime,Month,Day,Weekday,Year
NH,Woodbridge,"Sat, 10/06 10:30",5K,Woodbridge Road Race,NA,Results,2018-10-06T10:30:00Z,10,6,6,2018
NH,West Haven,"Sun, 10/07 00:00",5K,Autumn on the Sound,NA,Results,2018-10-07T00:00:00Z,10,7,7,2018
M,Clinton,"Sun, 10/07 08:30",13.1M,Aegis Wealth Partners Vineyard Half,"first 300 runners $65, 300-600 $70, $75 for remaining spots",Results,2018-10-07T08:30:00Z,10,7,7,2018
M,Clinton,"Sun, 10/07 08:30",10K,Aegis Wealth Partners Vineyard Half,.$45,Results,2018-10-07T08:30:00Z,10,7,7,2018
H,Farmington,"Sun, 10/07 09:00",5K,Great Purple Pumpkin 5K for Epilepsy,.$30,Results,2018-10-07T09:00:00Z,10,7,7,2018
NH,Wallingford,"Sun, 10/07 09:00","5K, 10K",Fishbein/Wallingford YMCA Road Races,".$30, $5 for students",Results,2018-10-07T09:00:00Z,10,7,7,2018
H,Simsbury,"Sun, 10/07 09:30",6K,Vie for the Kids Trail Run,"$25, $30 raceday,  $20 kids,  $25 raceday",Results,2018-10-07T09:30:00Z,10,7,7,2018
NL,Waterford,"Sun, 10/07 09:30",10K,Strides 10K Road Race,".$20, $5 child (undefined), $35 family",Results,2018-10-07T09:30:00Z,10,7,7,2018
NL,Waterford,"Sun, 10/07 09:30",5K,Strides 5K Road Race,".$20, $5 child (undefined), $35 family",Results,2018-10-07T09:30:00Z,10,7,7,2018
NH,New Haven,"Sun, 10/07 10:00",5K,ANDA 5K,.$25,Results,2018-10-07T10:00:00Z,10,7,7,2018
NH,North Branford,"Sun, 10/07 10:00",5K,Van Wilgen's Flamingo 5K,.$35,Results,2018-10-07T10:00:00Z,10,7,7,2018
NH,Southbury,"Sun, 10/07 10:00",5K,Southbury Fall Classic Trail 5K,.$30,Results,2018-10-07T10:00:00Z,10,7,7,2018
M,East Haddam,"Sun, 10/07 11:00",5K,East Haddam Ride or Stride,.$25,Results,2018-10-07T11:00:00Z,10,7,7,2018
W,Killingly,"Sun, 10/07 18:00",5K,Beat the Sunset Series,NA,Results,2018-10-07T18:00:00Z,10,7,7,2018
H,Hartford,"Sat, 10/13 08:00",26.2M,Eversource Hartford Marathon,"$95, $90 16-22 through 1/1, $105, $100 16-22 through 7/15, $115, $110 16-22 through 9/27, $125, $120 16-22 after",Results,2018-10-13T08:00:00Z,10,13,6,2018
H,Hartford,"Sat, 10/13 08:00",13.1M,Eversource Hartford Marathon,"$70, $65 12-22 through 1/1, $80, $75 12-22 through 7/15, $90, $85 12-22 through 9/27, $100, $95 12-22 after",Results,2018-10-13T08:00:00Z,10,13,6,2018
H,Hartford,"Sat, 10/13 08:00",5K,Eversource Hartford Marathon,".$25, $20 18-22, $15 5-17 through 1/1, $30, $25 18-22, $15 5017 through 7/15, $35, $30 18-22, $15 5-17 through 9/27, $38, $33 18-22, $20 5-17 after",Results,2018-10-13T08:00:00Z,10,13,6,2018
F,Norwalk,"Sat, 10/13 08:30",5K,5K for Maternal Mental Health,.$30,Results,2018-10-13T08:30:00Z,10,13,6,2018
L,Roxbury,"Sat, 10/13 08:30",5M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-10-13T08:30:00Z,10,13,6,2018
L,Cornwall,"Sat, 10/13 09:00",10K,Mohawk Mountain Race,".$40 thru 8/31, $45 9/1-9/30, $50 day of",Results,2018-10-13T09:00:00Z,10,13,6,2018
L,Cornwall,"Sat, 10/13 09:20",5K,Mohawk Mountain Race,".$30 thru 8/31, $35 9/1-9/30, $40 day of",Results,2018-10-13T09:20:00Z,10,13,6,2018
NH,Meriden,"Sat, 10/13 09:15",5K,ARC Run for Hope,.$25,Results,2018-10-13T09:15:00Z,10,13,6,2018
NH,Meriden,"Sat, 10/13 09:00",10K,ARC Run for Hope,.$35,Results,2018-10-13T09:00:00Z,10,13,6,2018
NH,Milford,"Sat, 10/13 09:00",5K,Running Water for Africa,NA,Results,2018-10-13T09:00:00Z,10,13,6,2018
NL,Norwich,"Sat, 10/13 09:00",5K,East Great Plain Vol FD 5K,"$25, $20 over 64, $15 under 18",Results,2018-10-13T09:00:00Z,10,13,6,2018
M,Portland,"Sat, 10/13 09:00",5K,Zombie Run,".$15 until 10/5, then $20.  $10 for under 20.",Results,2018-10-13T09:00:00Z,10,13,6,2018
NL,Stonington,"Sat, 10/13 10:00",5K,St. Michael's School,.$30,Results,2018-10-13T10:00:00Z,10,13,6,2018
NL,Sprague,"Sat, 10/13 10:00",5K,Sayles School Color Splash Run,.$30,Results,2018-10-13T10:00:00Z,10,13,6,2018
L,Cornwall,"Sat, 10/13 12:00",5K,Little Guild Run & Wag,"$25, $15 for 17 and under",Results,2018-10-13T12:00:00Z,10,13,6,2018
F,Greenwich,"Sun, 10/14 00:00",5K,Abilis 5K,NA,Results,2018-10-14T00:00:00Z,10,14,7,2018
F,Fairfield,"Sun, 10/14 09:00",5K,Cancer Care 5K,"$35,  $20 for 12 and under",Results,2018-10-14T09:00:00Z,10,14,7,2018
F,Shelton,"Sun, 10/14 09:00",5K,Moving with Hope Halloween 5k,".$25, $30 day of ($33 with credit card)",Results,2018-10-14T09:00:00Z,10,14,7,2018
F,Wilton,"Sun, 10/14 09:00",5K,Where the Wild Things Run,.$35,Results,2018-10-14T09:00:00Z,10,14,7,2018
H,Glastonbury,"Sun, 10/14 09:30",5K,Angry Orchard 5K,"$30, $40 day of",Results,2018-10-14T09:30:00Z,10,14,7,2018
NL,Waterford,"Sun, 10/14 10:00",5K,Addy's Run,".$30, $35 day of",Results,2018-10-14T10:00:00Z,10,14,7,2018
H,Wethersfield,"Sun, 10/14 11:00",5K,Mikey's Run,NA,Results,2018-10-14T11:00:00Z,10,14,7,2018
W,Killingly,"Sun, 10/14 18:00",5K,Beat the Sunset Series,NA,Results,2018-10-14T18:00:00Z,10,14,7,2018
T,Vernon,"Sat, 10/20 08:30",5K,Become Part of the Solution,"$25,  $15 for 17 and under",Results,2018-10-20T08:30:00Z,10,20,6,2018
L,Roxbury,"Sat, 10/20 08:30","11M, 6M",Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-10-20T08:30:00Z,10,20,6,2018
NH,Milford,"Sat, 10/20 09:00",5K,Fighting Angel 5K,.$35,Results,2018-10-20T09:00:00Z,10,20,6,2018
F,Norwalk,"Sat, 10/20 09:00",13.1M,SoNo Half Marathon and 5K,"$55, $45 under 18",Results,2018-10-20T09:00:00Z,10,20,6,2018
W,Pomfret,"Sat, 10/20 09:00",20M,Tackle The Trail,.$100,Results,2018-10-20T09:00:00Z,10,20,6,2018
F,Stamford,"Sat, 10/20 09:00",5K,Run for Waterside School,.$25,Results,2018-10-20T09:00:00Z,10,20,6,2018
F,Norwalk,"Sat, 10/20 09:10",5K,SoNo Half Marathon and 5K,"$35, $25 under 18",Results,2018-10-20T09:10:00Z,10,20,6,2018
M,Essex,"Sat, 10/20 09:15",5K,Ivoryton Pumpkin Chase,"$15 by 10/15, $20 after",Results,2018-10-20T09:15:00Z,10,20,6,2018
F,Stamford,"Sat, 10/20 11:00",5K,Stand Up For Youth,.$30,Results,2018-10-20T11:00:00Z,10,20,6,2018
NH,Wolcott,"Sat, 10/20 11:00",3.5M,Wolcott Lions Club Dam Race,".$25 thru 8/1, then $30, $35 day of",Results,2018-10-20T11:00:00Z,10,20,6,2018
NH,Guilford,"Sun, 10/21 08:00",50K,Bimbler's Bluff,".$50 until 5/27, then $55 until 8/31, then $65",Results,2018-10-21T08:00:00Z,10,21,7,2018
H,Farmington,"Sun, 10/21 09:00",13.1M,Phantom 1/2 Trail Marathon,"$45 through 9/30, $50 through 10/19,  $60 raceday",Results,2018-10-21T09:00:00Z,10,21,7,2018
H,Hartford,"Sun, 10/21 09:00",5K,Michael E Walsh Memorial 5K,.$25,Results,2018-10-21T09:00:00Z,10,21,7,2018
NH,New Haven,"Sun, 10/21 09:00",5K Obs,Denali Run the Gauntlet,".$50, $35 for students",Results,2018-10-21T09:00:00Z,10,21,7,2018
F,Trumbull,"Sun, 10/21 09:15",5K,Great Pumpkin Classic,.$30,Results,2018-10-21T09:15:00Z,10,21,7,2018
H,Bristol,"Sun, 10/21 10:00",8K,Bristol Mum-a-thon,.$25,Results,2018-10-21T10:00:00Z,10,21,7,2018
NH,Madison,"Sun, 10/21 10:30",5K,Run for the Cove,.$25,Results,2018-10-21T10:30:00Z,10,21,7,2018
M,Essex,"Sat, 10/27 07:30",13.1M,Essex Steam Train Half Marathon,.$65,Results,2018-10-27T07:30:00Z,10,27,6,2018
F,Stamford,"Sat, 10/27 07:30",5K,Monster Dash,"$25,  $12 for ages 5-18,  free under 5",Results,2018-10-27T07:30:00Z,10,27,6,2018
NL,Norwich,"Sat, 10/27 08:00",5K,Three Rivers Young Marines DDR Dash,"$25,  $20 youth,  $35 raceday,  $30 youth raceday",Results,2018-10-27T08:00:00Z,10,27,6,2018
L,Roxbury,"Sat, 10/27 08:30",4.3M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-10-27T08:30:00Z,10,27,6,2018
H,Hartland,"Sat, 10/27 09:00",5K,Hartland Harvest Run,.$25,Results,2018-10-27T09:00:00Z,10,27,6,2018
NH,Milford,"Sat, 10/27 09:00",5K,Trick or Trot 5K,.$27,Results,2018-10-27T09:00:00Z,10,27,6,2018
NH,Cheshire,"Sat, 10/27 09:30",5K,Ives Farm Tractor Trot,"$35 early,  $40 late (dates not listed)",Results,2018-10-27T09:30:00Z,10,27,6,2018
NH,Meriden,"Sat, 10/27 09:30","5K, 10K",Storm the Castle Run,".$25, $30 day of",Results,2018-10-27T09:30:00Z,10,27,6,2018
NL,New London,"Sat, 10/27 10:00",4.75M,EBAC Fall Classic,NA,Results,2018-10-27T10:00:00Z,10,27,6,2018
T,Columbia,"Sun, 10/28 00:00",5K,Columbia Autumn Classic,NA,Results,2018-10-28T00:00:00Z,10,28,7,2018
NH,Waterbury,"Sun, 10/28 00:00",5K,SVDP Race for Awareness,NA,Results,2018-10-28T00:00:00Z,10,28,7,2018
F,Wilton,"Sun, 10/28 00:00",5K,Halloween Hustle,NA,Results,2018-10-28T00:00:00Z,10,28,7,2018
F,Weston,"Sun, 10/28 08:30",5K,Reservoir Run,"$25 through 9/15, $27 through 10/24, $30 after",Results,2018-10-28T08:30:00Z,10,28,7,2018
F,Weston,"Sun, 10/28 08:40",13.1M,Reservoir Run,"$45 through 8/14, $50 through 9/25, $60 through 10/24, $65 after",Results,2018-10-28T08:40:00Z,10,28,7,2018
H,Glastonbury,"Sun, 10/28 09:00","3.33M, 6.66M",The Devil Made Me Do It,.$25,Results,2018-10-28T09:00:00Z,10,28,7,2018
T,Mansfield,"Sun, 10/28 09:00",5K,Husies Forever 5K,"$25, $20 for current UConn Students through 10/5, $30 after, $25 for students",Results,2018-10-28T09:00:00Z,10,28,7,2018
NH,New Haven,"Sun, 10/28 09:00",4M,Knights of St. Patrick,"$27,  $32 raceday",Results,2018-10-28T09:00:00Z,10,28,7,2018
F,Norwalk,"Sun, 10/28 09:00",5K,Rowayton 5K and Monster Dash,.$30,Results,2018-10-28T09:00:00Z,10,28,7,2018
NL,Waterford,"Sun, 10/28 09:00",5K,Run for Your Life,"$25,  $30 raceday",Results,2018-10-28T09:00:39Z,10,28,7,2018
F,Brookfield,"Sun, 10/28 10:00",5K,Brookfield Halloween 5K,NA,Results,2018-10-28T10:00:00Z,10,28,7,2018
M,Middletown,"Sun, 10/28 10:00",5K,Connecticut Law Enforcement Memorial Run,.$28,Results,2018-10-28T10:00:00Z,10,28,7,2018
H,Burlington,"Sun, 10/28 10:00",5K,Burlington 5k Run,"$30, $15 students",Results,2018-10-28T10:00:39Z,10,28,7,2018
H,Marlborough,"Sun, 10/28 10:30",5K,Marlborough Halloween 5K,"$20,  $25 raceday",Results,2018-10-28T10:30:00Z,10,28,7,2018
L,Kent,"Sun, 10/28 12:00",5M,Kent Pumpkin Run,NA,Results,2018-10-28T12:00:00Z,10,28,7,2018
M,Haddam,"Sun, 10/28 13:00",5K,Pumpkin Run,".$30 adult, $25 18-22, $15 5-17",Results,2018-10-28T13:00:00Z,10,28,7,2018
W,Killingly,"Sun, 10/28 13:00",3M,Tricky Trail Race,".$20, $25 day of.  Students under 19, $15.",Results,2018-10-28T13:00:00Z,10,28,7,2018
T,Hebron,"Sat, 11/03 09:00",13.1M,Airline Trail Ghost Run,.$38,Results,2018-11-03T09:00:00Z,11,3,6,2018
L,Roxbury,"Sat, 11/03 08:30",3.9M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-11-03T08:30:00Z,11,3,6,2018
NH,Guilford,"Sat, 11/03 10:00",5K,APK Charities,".$25, $30 day of",Results,2018-11-03T10:00:00Z,11,3,6,2018
F,Stratford,"Sat, 11/03 10:00",5K,Vicki Soto 5K,.$25,Results,2018-11-03T10:00:00Z,11,3,6,2018
NH,Waterbury,"Sat, 11/03 10:00",5K,Sacred Heart HS Veteran's Day Dash,.$20,Results,2018-11-03T10:00:00Z,11,3,6,2018
L,Canaan,"Sat, 11/03 12:00",5K,Canaan Cannonball Run,NA,Results,2018-11-03T12:00:00Z,11,3,6,2018
NL,Groton,"Sun, 11/04 00:00",5.5M,Tarzan Brown Mystic River Run,NA,Results,2018-11-04T00:00:00Z,11,4,7,2018
L,Winchester,"Sun, 11/04 00:00",NA,Katey's race - To be named,NA,Results,2018-11-04T00:00:00Z,11,4,7,2018
NL,Montville,"Sun, 11/04 01:50",5K,Charity Challenge,NA,Results,2018-11-04T01:50:00Z,11,4,7,2018
H,Glastonbury,"Sun, 11/04 09:00",5K,CT Trial Firm Race to Fill the Pantry,".$20, $25 day of",Results,2018-11-04T09:00:00Z,11,4,7,2018
H,Glastonbury,"Sun, 11/04 09:00",2M,CT Trial Firm Race to Fill the Pantry,".$20, $25 day of",Results,2018-11-04T09:00:00Z,11,4,7,2018
H,Wethersfield,"Sun, 11/04 09:00",5K,Jamie's Run,".$28, $20 for under 13",Results,2018-11-04T09:00:00Z,11,4,7,2018
NH,Milford,"Sun, 11/04 10:00",5K,Platt Tech 5K,".$25 thru 10/24, $27 after",Results,2018-11-04T10:00:00Z,11,4,7,2018
F,Darien,"Sun, 11/04 11:35",5K,Run with the Saints,".$40, $20 for ages 11-15, $10 for under 11",Results,2018-11-04T11:35:00Z,11,4,7,2018
NL,Lebanon,"Sat, 11/10 00:00",5K,Lebanon Veterans' Day 5K,NA,Results,2018-11-10T00:00:00Z,11,10,6,2018
L,Roxbury,"Sat, 11/10 08:30","13.1M, 26.2",Roxbury Half Marathon and Marathon,NA,Results,2018-11-10T08:30:00Z,11,10,6,2018
T,Coventry,"Sat, 11/10 10:00",4M,Veterans Day Patriots Race,"$30, $35 close to race date",Results,2018-11-10T10:00:00Z,11,10,6,2018
H,East Windsor,"Sat, 11/10 10:00",5K,East Windsor Veterans Day Race,NA,Results,2018-11-10T10:00:00Z,11,10,6,2018
M,Middlefield,"Sat, 11/10 10:00",3.59M,Sunshine Kids Road Race,.$25,Results,2018-11-10T10:00:00Z,11,10,6,2018
H,Manchester,"Sat, 11/10 11:00",5K,Beards & Beers 5K,".$20 thru 7/31, then $25",Results,2018-11-10T11:00:00Z,11,10,6,2018
F,Fairfield,"Sun, 11/11 09:00",5K,Colony Grill Hot Oil Race,.$35,Results,2018-11-11T09:00:00Z,11,11,7,2018
H,Rocky Hill,"Sun, 11/11 09:00",3M,Verterans Day Classic 3 Mile,.$27,Results,2018-11-11T09:00:00Z,11,11,7,2018
T,Union,"Sun, 11/11 10:00",5K,Union Strides for Scholars,.$25,Results,2018-11-11T10:00:00Z,11,11,7,2018
W,Thompson,"Sun, 11/11 10:05",5K,Thompson Turkey Trot,.$30,Results,2018-11-11T10:05:00Z,11,11,7,2018
H,Manchester,"Sat, 11/17 00:00",4.748M,Know Your Pace,NA,Results,2018-11-17T00:00:00Z,11,17,6,2018
L,Roxbury,"Sat, 11/17 08:30",3.52M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-11-17T08:30:00Z,11,17,6,2018
NL,Waterford,"Sat, 11/17 09:30",5K,High School Turkey Race,NA,Results,2018-11-17T09:30:00Z,11,17,6,2018
L,Litchfield,"Sat, 11/17 10:00",13.1M,Hillacious Half,.$50,Results,2018-11-17T10:00:00Z,11,17,6,2018
W,Sterling,"Sat, 11/17 10:00",5K,Turkey Can Can,.$25,Results,2018-11-17T10:00:00Z,11,17,6,2018
H,West Hartford,"Sat, 11/17 10:00",8K,HTC Cross Country Challenge,NA,Results,2018-11-17T10:00:00Z,11,17,6,2018
M,Westbrook,"Sat, 11/17 10:00",5K,Daisy's Gobble Wobble,"$20 through 11/14, Race day is $25",Results,2018-11-17T10:00:00Z,11,17,6,2018
NH,Cheshire,"Sat, 11/17 10:10",5K,Hot Coco,"$26 through 10/1,  $28 through 11/18,  $30 raceday",Results,2018-11-17T10:10:00Z,11,17,6,2018
F,New Fairfield,"Sun, 11/18 00:00",5K,Run for the Turkeys,NA,Results,2018-11-18T00:00:00Z,11,18,7,2018
H,Southington,"Sun, 11/18 08:00",400 minutes,CT Trailmixers Fall Fling 400,".$40, $50 day of.  Members - $20, $25 day of",Results,2018-11-18T08:00:00Z,11,18,7,2018
NH,Waterbury,"Sun, 11/18 09:00",5K,Fischang-Cicchetti Memorial Road Race,.$22,Results,2018-11-18T09:00:00Z,11,18,7,2018
NH,Waterbury,"Sun, 11/18 09:00",5M,Fischang-Cicchetti Memorial Road Race,.$22,Results,2018-11-18T09:00:00Z,11,18,7,2018
NH,Southbury,"Thu, 11/22 00:00",5K,Southbury Turkey Trot,NA,Results,2018-11-22T00:00:00Z,11,22,4,2018
NH,Hamden,"Thu, 11/22 07:30",5K,Run Turkey Run,.$25,Results,2018-11-22T07:30:00Z,11,22,4,2018
F,Newtown,"Thu, 11/22 07:45",5K,Newtown Turkey Trot,NA,Results,2018-11-22T07:45:00Z,11,22,4,2018
NH,Orange,"Thu, 11/22 08:00",5K,Rotary Club Thanksgiving Day Turkey Trot,.$27,Results,2018-11-22T08:00:00Z,11,22,4,2018
F,Redding,"Thu, 11/22 08:00",5K,Great Turkey Escape,".$29, $34 after 10/30",Results,2018-11-22T08:00:00Z,11,22,4,2018
F,Shelton,"Thu, 11/22 08:00",5K,Commodore Hull 5K,".$25, $10 students, over 69 free.  After 11/20 - $30 for all",Results,2018-11-22T08:00:00Z,11,22,4,2018
F,Stratford,"Thu, 11/22 08:15",5K,Turkey Trot,NA,Results,2018-11-22T08:15:00Z,11,22,4,2018
L,Roxbury,"Thu, 11/22 08:30",5K,Roxbury Race Series - Run for a Cure,.$12.50,Results,2018-11-22T08:30:00Z,11,22,4,2018
F,Greenwich,"Thu, 11/22 09:00",5M,Beachfront Bushwhack,NA,Results,2018-11-22T09:00:00Z,11,22,4,2018
NH,Branford,"Thu, 11/22 09:10",5K,Branford Rotary & YMCA Thanksgiving 5K,".$25, $19 for age 18 and under",Results,2018-11-22T09:10:00Z,11,22,4,2018
H,Manchester,"Thu, 11/22 10:00",4.748M,Manchester Road Race,NA,Results,2018-11-22T10:00:00Z,11,22,4,2018
L,Roxbury,"Sat, 11/24 08:30",2.4M,Roxbury Race Series,"$2,  $25 for the entire series, pre-owned clothing donations",Results,2018-11-24T08:30:00Z,11,24,6,2018
F,Trumbull,"Sat, 11/24 09:30",3M+,Cow Chip Cross Country,NA,Results,2018-11-24T09:30:00Z,11,24,6,2018
L,Watertown,"Sun, 11/25 09:00",5M,Harvest Ramble,NA,Results,2018-11-25T09:00:00Z,11,25,7,2018
NL,Norwich,"Sun, 11/25 10:00",5K,PB Dialysis 5K,.$25,Results,2018-11-25T10:00:00Z,11,25,7,2018
F,Westport,"Sat, 12/01 00:00",5K,Jingle Bell Run,".$25 until 9/1, then $30",Results,2018-12-01T00:00:00Z,12,1,6,2018
L,Roxbury,"Sat, 12/01 08:30",2.4M,Roxbury Race Series,"$2,  $25 for the entire series, unwrapped toy donations",Results,2018-12-01T08:30:00Z,12,1,6,2018
F,Trumbull,"Sat, 12/01 09:30",5K,NIA Jingle Bell Run,".$25, $30 raceday.  18 and under $20, $25 raceday",Results,2018-12-01T09:30:00Z,12,1,6,2018
H,Berlin,"Sat, 12/01 11:00",2M,Berlin Tinsel Fun Run,NA,Results,2018-12-01T11:00:00Z,12,1,6,2018
NL,Norwich,"Sat, 12/01 11:00",5K,Norwich Winterfest,"$25, $20 18-22, $15 5-17 through 1/1, $30, $25 18-22, $15 5-17 through 11/14, $35, $30 18-22, $20 5-17 after",Results,2018-12-01T11:00:00Z,12,1,6,2018
NH,West Haven,"Sun, 12/02 09:00",5K,Arthritis Foundation Jingle Bell Run,".$25 thru 9/1, then $30",Results,2018-12-02T09:00:00Z,12,2,7,2018
H,West Hartford,"Sun, 12/02 10:30",5K,Blue Back Mitten Run,"$25, $20 18-22, $15 5-17 through 1/1, $30, $25 18-22, $15 5-17 through 11/22, $35, $30 18-22, $20 5-17 after",Results,2018-12-02T10:30:00Z,12,2,7,2018
NL,Waterford,"Sun, 12/02 11:00",5M,Pearl Harbor Masters,NA,Results,2018-12-02T11:00:00Z,12,2,7,2018
H,Glastonbury,"Sun, 12/02 12:00",3.5M,Glastonbury Santa Run,NA,Results,2018-12-02T12:00:00Z,12,2,7,2018
L,Roxbury,"Sat, 12/08 08:30",NA,Roxbury Race Series,NA,Results,2018-12-08T08:30:00Z,12,8,6,2018
L,Bethlehem,"Sat, 12/08 10:00",5K,Santa Made Me Do It,"$25, $30 raceday",Results,2018-12-08T10:00:00Z,12,8,6,2018
NL,East Lyme,"Sat, 12/08 10:00",5K,Niantic Jingle Bell Run,"$30 through 11/23,  $35 after,  $20 kids through 11/23,  $25 after",Results,2018-12-08T10:00:00Z,12,8,6,2018
F,Greenwich,"Sun, 12/09 09:00",3M,Jingle Bell Jog,NA,Results,2018-12-09T09:00:00Z,12,9,7,2018
NH,New Haven,"Sun, 12/09 10:30",5K,Christopher Martin's Run for Children,"$20 through 10/1,  $25 afterwards,  add $20 if you want shirt,  $5 discount if you bring unwrapped toy",Results,2018-12-09T10:30:00Z,12,9,7,2018
F,Stratford,"Sat, 12/15 10:00",5K,Frosty Forest Trail 5K,"$39, after 11/30, $49",Results,2018-12-15T10:00:00Z,12,15,6,2018
F,Fairfield,"Sun, 12/16 09:00",5K,William Meyer Holiday Run for Toys,NA,Results,2018-12-16T09:00:00Z,12,16,7,2018
W,Canterbury,"Sun, 12/16 12:00",1M,GIngerbread Run,.$10,Results,2018-12-16T12:00:00Z,12,16,7,2018
W,Canterbury,"Sun, 12/16 12:30",2M,GIngerbread Run,".$15, $12 for under 14",Results,2018-12-16T12:30:00Z,12,16,7,2018
M,Middlefield,"Sun, 12/16 12:00",5K,"Go Far, Jingle All the Way",".$20 until 12/7, then $25",Results,2018-12-16T12:00:00Z,12,16,7,2018
T,Vernon,"Tue, 12/25 10:30",5K,Scrooge Scramble,Donations Accepted,Results,2018-12-25T10:30:00Z,12,25,2,2018
H,South Windsor,"Tue, 01/01 11:00",3.5M,South Windsor New Years Celebration,.$20,Results,2019-01-01T11:00:00Z,1,1,2,2019
NL,Stonington,"Sat, 01/12 00:00",5M,Kelley's Pace Frostbite 5M,NA,Results,2019-01-12T00:00:00Z,1,12,6,2019
H,South Windsor,"Sun, 01/13 00:00",5K,Resolution Run,NA,Results,2019-01-13T00:00:00Z,1,13,7,2019
W,Windham,"Sat, 02/09 10:00",2M,Cupid Made Me Do It,.$25,Results,2019-02-09T10:00:00Z,2,9,6,2019
NH,Waterbury,"Sun, 03/24 10:00",5K,NVCC Food Pantry 5K,.$25,Results,2019-03-24T10:00:00Z,3,24,7,2019
H,Windsor Locks,"Sat, 03/30 00:00",10K,Bradley Road Race,NA,Results,2019-03-30T00:00:00Z,3,30,6,2019
H,Windsor Locks,"Sat, 03/30 00:00",5K,Bradley Road Race,NA,Results,2019-03-30T00:00:00Z,3,30,6,2019
H,Bloomfield,"Sat, 04/13 00:00",17K,Traprock 50K and 17K,NA,Results,2019-04-13T00:00:00Z,4,13,6,2019
H,Bloomfield,"Sat, 04/13 00:00",50K,Traprock 50K and 17K,NA,Results,2019-04-13T00:00:00Z,4,13,6,2019
M,East Hampton,"Sat, 04/27 09:00",10K,Seeds of Hope,.$25,Results,2019-04-27T09:00:00Z,4,27,6,2019
M,East Hampton,"Sat, 04/27 09:00",5K,Seeds of Hope,.$25,Results,2019-04-27T09:00:00Z,4,27,6,2019
NH,Cheshire,"Sun, 04/28 00:00",5K,Cheshire Half Marathon and 5K,NA,Results,2019-04-28T00:00:00Z,4,28,7,2019
NH,Cheshire,"Sun, 04/28 00:00",13.1M,Cheshire Half Marathon and 5K,NA,Results,2019-04-28T00:00:00Z,4,28,7,2019
NH,Orange,"Sun, 04/28 09:00",5K,Cinco K De Mayo,.$27,Results,2019-04-28T09:00:00Z,4,28,7,2019
H,Simsbury,"Sun, 04/28 12:00",10K,Simsbury River Run,.$30,Results,2019-04-28T12:00:00Z,4,28,7,2019
H,Simsbury,"Sun, 04/28 12:00",5K,Simsbury River Run,.$25,Results,2019-04-28T12:00:00Z,4,28,7,2019
F,Redding,"Sun, 05/05 00:00",13.1M,Redding Run for the Cows,NA,Results,2019-05-05T00:00:00Z,5,5,7,2019
F,Redding,"Sun, 05/05 00:00",7M,Redding Run for the Cows,NA,Results,2019-05-05T00:00:00Z,5,5,7,2019
H,New Britain,"Sat, 05/11 00:00",5K,Race in the Park,NA,Results,2019-05-11T00:00:00Z,5,11,6,2019
H,Hartford,"Fri, 05/17 06:00",13.1M,Nutmeg State Marathon,NA,Results,2019-05-17T06:00:00Z,5,17,5,2019
H,Hartford,"Fri, 05/17 06:00",26.2M,Nutmeg State Marathon,NA,Results,2019-05-17T06:00:00Z,5,17,5,2019
H,Hartford,"Sun, 05/19 09:00",5K,Wag Walk Run for Kenway's Cause,.$25,Results,2019-05-19T09:00:00Z,5,19,7,2019
T,Stafford,"Sun, 05/19 09:00",24K,Soapstone Mountain 24K,".$25, $30 day of",Results,2019-05-19T09:00:00Z,5,19,7,2019
T,Stafford,"Sun, 05/19 09:15",6K,Soapstone Mountain Jerry Stage 6K,".$12, $15 day of",Results,2019-05-19T09:15:00Z,5,19,7,2019
F,Weston,"Sat, 05/25 08:30",5K,Weston 5K,NA,Results,2019-05-25T08:30:00Z,5,25,6,2019
L,Norfolk,"Mon, 05/27 00:00",5M,Norfolk Fire Dept. Memorial Day Race,NA,Results,2019-05-27T00:00:00Z,5,27,1,2019
M,Durham,"Sat, 06/01 00:00",5K,Go Far Go Fast,NA,Results,2019-06-01T00:00:00Z,6,1,6,2019
F,Ridgefield,"Sun, 06/02 00:00",Tri,Triridgefield,NA,Results,2019-06-02T00:00:00Z,6,2,7,2019
H,Enfield,"Sat, 06/08 09:00",5K,HMS Fun Run Day,"$15, $10 for 18 and under",Results,2019-06-08T09:00:00Z,6,8,6,2019
L,Litchfield,"Sun, 06/09 00:00",7.1M,Litchfield Hills Road Race,NA,Results,2019-06-09T00:00:00Z,6,9,7,2019
F,Ridgefield,"Sun, 06/09 09:00",Youth Du,Ridgefield Kids Duathalon,$40 (ages 11-14 only),Results,2019-06-09T09:00:00Z,6,9,7,2019
NH,Wallingford,"Sat, 06/22 08:00",Obst. 5K,Gaylord Gauntlet,NA,Results,2019-06-22T08:00:00Z,6,22,6,2019
M,Essex,"Sat, 06/22 08:45",5K,Run for Chris,NA,Results,2019-06-22T08:45:00Z,6,22,6,2019
H,Simsbury,"Mon, 06/24 06:00",5K,Mainly Marathons NE Series,".$35, $45 after 6/1",Results,2019-06-24T06:00:00Z,6,24,1,2019
