County,Town,Date/Time,Distance,Name,Cost,Results,DateTime,Month,Day,Weekday,Year
NL,East Lyme,"Fri, 06/08 18:00",10K,Niantic Bay Road Race,.$20,Results,2018-06-08T18:00:00Z,6,8,5,2018
L,Woodbury,"Fri, 06/08 18:00",5K,Flanders Field Forest 5K,"$35, $30 for 12 and younger",Results,2018-06-08T18:00:00Z,6,8,5,2018
F,Bridgeport,"Fri, 06/08 18:45",5K,Jason Albarelli Memorial 5K,".$30, $35 day of",Results,2018-06-08T18:45:00Z,6,8,5,2018
NH,Milford,"Sat, 06/09 08:00",5K,Pirate Day 5K,.$25,Results,2018-06-09T08:00:00Z,6,9,6,2018
H,Berlin,"Sat, 06/09 08:30",5K,Berlin Lobster Loop (KCC 5k),"$25 by 6/4, $30 after and raceday",Results,2018-06-09T08:30:00Z,6,9,6,2018
L,Roxbury,"Sat, 06/09 08:30",2.4M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-06-09T08:30:00Z,6,9,6,2018
H,Enfield,"Sat, 06/09 09:00",5K,HMS Fun Run Day,"$15, $10 for students",Results,2018-06-09T09:00:00Z,6,9,6,2018
H,Manchester,"Sat, 06/09 09:00",1M,Spring Street Mile,"$18 thru 2/28, $22 thru 5/31, $25 day of",Results,2018-06-09T09:00:00Z,6,9,6,2018
T,Mansfield,"Sat, 06/09 09:00",5K,Friends of EO Smith Crew 5K,"$22, $25 raceday",Results,2018-06-09T09:00:00Z,6,9,6,2018
NL,Norwich,"Sat, 06/09 09:00",5K,Norwich Tech Warrior 5k,.$20,Results,2018-06-09T09:00:00Z,6,9,6,2018
H,Granby,"Sat, 06/09 09:30",5K,Granby Bear 5K Challenge,"$25, $30 day of",Results,2018-06-09T09:30:00Z,6,9,6,2018
W,Killingly,"Sat, 06/09 09:30",5K,Aspire Springtime Classic 5K,"$20, $25 raceday - Moved from 5/19",Results,2018-06-09T09:30:00Z,6,9,6,2018
H,Manchester,"Sat, 06/09 09:30",5K,Life Without Limits 5K,"$25 until 5/31, then $30",Results,2018-06-09T09:30:00Z,6,9,6,2018
NH,Waterbury,"Sat, 06/09 09:30",5K,Great Dash & Bash,".$20, $25 day of - Moved from 5/19",Results,2018-06-09T09:30:00Z,6,9,6,2018
NL,Groton,"Sat, 06/09 10:00",5K,Tour de Noank,.$20,Results,2018-06-09T10:00:00Z,6,9,6,2018
NH,Guilford,"Sat, 06/09 10:00",5K,SongStrong 5K,.$25,Results,2018-06-09T10:00:00Z,6,9,6,2018
NL,Stonington,"Sun, 06/10 08:00",Triathlon,Mystic River Valley Triathlon,".$65 thru 4/19, $75 thru 6/8, $85 after",Results,2018-06-10T08:00:00Z,6,10,7,2018
H,Hartford,"Sun, 06/10 08:30",5K,Miles for Miracles,".$25, $10 youth",Results,2018-06-10T08:30:00Z,6,10,7,2018
F,Bridgeport,"Sun, 06/10 09:00",5K,Run for the Rock,"$28, $18 for 18 and under, $20 for 70 and over though 6/8, No Raceday Registration",Results,2018-06-10T09:00:00Z,6,10,7,2018
F,Brookfield,"Sun, 06/10 09:00",5M,Strides to Cure Diabetes,".$20 before 5/31, $25 after and race day",Results,2018-06-10T09:00:00Z,6,10,7,2018
T,Mansfield,"Sun, 06/10 09:00",14.1M,Nipmuck South Trail Race,.$25,Results,2018-06-10T09:00:00Z,6,10,7,2018
F,New Canaan,"Sun, 06/10 09:00",2.3M,MMRF Tri State 5K Run,$35; Ages 6 - 17 $15; Under 6 free,Results,2018-06-10T09:00:00Z,6,10,7,2018
F,Ridgefield,"Sun, 06/10 09:00",Kid's Du,Ridgefield Kid's Duathlon,.$40 Only ages 11-14 are eligible for town credit. No raceday reg.,Results,2018-06-10T09:00:00Z,6,10,7,2018
H,West Hartford,"Sun, 06/10 09:30",5K,Celebrate West Hartford,"$25 through 6/1,  $30 after",Results,2018-06-10T09:30:00Z,6,10,7,2018
F,Bridgeport,"Sun, 06/10 10:00",Triathlon,Seaside Sprint Tri/Du,"Tri - $70, $50 youth",Results,2018-06-10T10:00:00Z,6,10,7,2018
F,Bridgeport,"Sun, 06/10 10:00",Duathlon,Seaside Sprint Tri/Du,"Du - $55, $40 youth",Results,2018-06-10T10:00:00Z,6,10,7,2018
F,Trumbull,"Sun, 06/10 11:30",5K,Team Caroline and Mia Tutu Trot,.$25,Results,2018-06-10T11:30:00Z,6,10,7,2018
L,Litchfield,"Sun, 06/10 13:00",7.1M,Litchfield Hills Road Race,.$35,Results,2018-06-10T13:00:00Z,6,10,7,2018
H,Farmington,"Tue, 06/12 18:10",Tiny Triathlon,Winding Trails Triathlon,"$25, $20 for members",Results,2018-06-12T18:10:00Z,6,12,2,2018
H,Farmington,"Tue, 06/12 18:15",Triathlon,Winding Trails Triathlon,"$30, $20 for members",Results,2018-06-12T18:15:00Z,6,12,2,2018
F,New Canaan,"Tue, 06/12 19:00",5K,Summer Cross Country Series,".$3, students and kids - $2 (no preregistration)",Results,2018-06-12T19:00:00Z,6,12,2,2018
NH,Ansonia,"Wed, 06/13 19:00",5K,Valley YMCA Sunset Run,.$20,Results,2018-06-13T19:00:00Z,6,13,3,2018
M,Chester,"Thu, 06/14 18:15",Triathlon,Cedar Lake Tri Series,$45 (NO RACE DAY REGISTRATION),Results,2018-06-14T18:15:00Z,6,14,4,2018
NL,Preston,"Thu, 06/14 19:00",5K,St. Catherine Road Race,".$15 by 6/10, $20 Race day, Juniors (undefined) $10",Results,2018-06-14T19:00:00Z,6,14,4,2018
F,Greenwich,"Fri, 06/15 18:30",5K,Cook Your Buns,"$25, $15 kids",Results,2018-06-15T18:30:00Z,6,15,5,2018
NH,Middlebury,"Sat, 06/16 07:00",Olympic Tri,Pat Griskus Triathlon Series,"$80 through 1/1, then $95",Results,2018-06-16T07:00:00Z,6,16,6,2018
NH,Middlebury,"Sat, 06/16 07:00",Sprint Tri,Pat Griskus Triathlon Series,"$70 through 1/1, then $85",Results,2018-06-16T07:00:00Z,6,16,6,2018
NH,Middlebury,"Sat, 06/16 07:00",Duathlon,Pat Griskus Triathlon Series,"$80 through 1/1, then $95",Results,2018-06-16T07:00:00Z,6,16,6,2018
L,Roxbury,"Sat, 06/16 08:30",3.9M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-06-16T08:30:00Z,6,16,6,2018
L,Colebrook,"Sat, 06/16 09:00",5K,Camp Jewell Trail Race,"$20 by 6/1,  $25 after",Results,2018-06-16T09:00:00Z,6,16,6,2018
NH,Hamden,"Sat, 06/16 09:00",5K,Show Me the Way 5K,".$25, $30 day of",Results,2018-06-16T09:00:00Z,6,16,6,2018
NL,Norwich,"Sat, 06/16 09:00",Kids Du,Norwich Splash and Dash,"Ages 5-17 ONLY $20 through 5/31, $25 (+2.50) through 6/14; NO REGISTRATION AFTER 6/14",Results,2018-06-16T09:00:00Z,6,16,6,2018
F,Trumbull,"Sat, 06/16 09:00",5K,Run for Hope,".$25, $15 for students and military",Results,2018-06-16T09:00:00Z,6,16,6,2018
NH,Meriden,"Sat, 06/16 10:00",5K,Purple Stride Connecticut,.$30,Results,2018-06-16T10:00:00Z,6,16,6,2018
NH,Oxford,"Sat, 06/16 12:00",1M,Wizard of Oz-Ford,.$15 (limited to 30 entrants) NO RACE DAY REGISTRATION,Results,2018-06-16T12:00:00Z,6,16,6,2018
T,Hebron,"Sun, 06/17 07:30",5.5M,Sumer Solstice Trail Run,"$25, $20 10-22 thorugh 1/1, $30, $25 10-22 through 6/6, $35, $30 10-22 after",Results,2018-06-17T07:30:00Z,6,17,7,2018
T,Hebron,"Sun, 06/17 07:30",3.3M,Sumer Solstice Trail Run,"$25, $20 18-22, $15 10-17 thorugh 1/1, $30, $25 18-22, $15 10-17 through 6/6, $35, $30 18-22, $20 10-22 after",Results,2018-06-17T07:30:00Z,6,17,7,2018
F,Ridgefield,"Sun, 06/17 08:30",5K,Father's Day 5K,"$30, $35 day of",Results,2018-06-17T08:30:00Z,6,17,7,2018
NH,Ansonia,"Sun, 06/17 09:00",5K,Emmett OBrien Hilltopper 5K,.$25,Results,2018-06-17T09:00:00Z,6,17,7,2018
NH,Milford,"Sun, 06/17 09:00",5K,Milford Moves for Veterans,"$25, free for Veterans for active duty military",Results,2018-06-17T09:00:00Z,6,17,7,2018
NH,Branford,"Sun, 06/17 09:30",Kids 1M,Branford Road Race,"$12 through 2/24, $13 through 5/3, $14 through 6/12, $15 through 6/16, $17 race day",Results,2018-06-17T09:30:00Z,6,17,7,2018
L,Bridgewater,"Sun, 06/17 09:30",5K,Little Britches 5K,.$25,Results,2018-06-17T09:30:00Z,6,17,7,2018
F,Norwalk,"Sun, 06/17 09:30",4.4M,Rowayton Fun Run,"$20 thrugh 6/16,  more raceday - no children under 15",Results,2018-06-17T09:30:00Z,6,17,7,2018
F,Norwalk,"Sun, 06/17 09:30",2.2M,Rowayton Fun Run,"$12 through 6/16, more raceday",Results,2018-06-17T09:30:00Z,6,17,7,2018
NH,Branford,"Sun, 06/17 10:15",5M,Branford Road Race,"$27 through 2/24, $29 through 5/3, $31 through 6/12, $33 through 6/16, $37 race day",Results,2018-06-17T10:15:00Z,6,17,7,2018
H,Farmington,"Tue, 06/19 18:10",Tiny Triathlon,Winding Trails Triathlon,"$25, $20 for members",Results,2018-06-19T18:10:00Z,6,19,2,2018
H,Farmington,"Tue, 06/19 18:15",Triathlon,Winding Trails Triathlon,"$30, $20 for members",Results,2018-06-19T18:15:00Z,6,19,2,2018
F,New Canaan,"Tue, 06/19 19:00",5K,Summer Cross Country Series,".$3, students and kids - $2 (no preregistration)",Results,2018-06-19T19:00:00Z,6,19,2,2018
L,Watertown,"Wed, 06/20 18:00",5K,Summer Poker Runs,.$3,Results,2018-06-20T18:00:00Z,6,20,3,2018
L,Watertown,"Wed, 06/20 18:00",3K,Summer Poker Runs,.$3,Results,2018-06-20T18:00:00Z,6,20,3,2018
NH,Meriden,"Wed, 06/20 18:30",3M,Summer Fun Run,Free,Results,2018-06-20T18:30:00Z,6,20,3,2018
H,West Hartford,"Wed, 06/20 18:30",5K,Summer Solstice Sprint,.$20,Results,2018-06-20T18:30:00Z,6,20,3,2018
H,Marlborough,"Thu, 06/21 18:15",Triathlon,Lake Terramuggus Tri Series,"$25, $30 for sprint, $30, $40 raceday for sprint",Results,2018-06-21T18:15:00Z,6,21,4,2018
H,Farmington,"Sat, 06/23 08:00",Kid's Tri,Kids Who Tri Succeed,"$20 for Winding Trails Members, $25 non members",Results,2018-06-23T08:00:00Z,6,23,6,2018
F,Newtown,"Sat, 06/23 08:00",10K,Newtown Rooster 5K,"$25,  $30 raceday",Results,2018-06-23T08:00:00Z,6,23,6,2018
F,Newtown,"Sat, 06/23 08:00",5K,Newtown Rooster 5K,"$25,  $30 raceday",Results,2018-06-23T08:00:00Z,6,23,6,2018
F,Norwalk,"Sat, 06/23 08:00",3M,Lightfoot Norwalk Summer Series,".$12, $55 for 5 race series",Results,2018-06-23T08:00:00Z,6,23,6,2018
F,Stamford,"Sat, 06/23 08:00",Youth Tri,Stamford KIC IT Kids Tri,".$35 thru 3/15, then $30 thru 5/23, then $35 thru 6/12, then $40 race day",Results,2018-06-23T08:00:00Z,6,23,6,2018
NH,Wallingford,"Sat, 06/23 08:00",5K Obstacle,Gaylor Gauntlet,"$55 through 4/30,  $65 through 6/17,  $70 after",Results,2018-06-23T08:00:00Z,6,23,6,2018
NL,Waterford,"Sat, 06/23 08:00",5K,Mago Point,.$25,Results,2018-06-23T08:00:00Z,6,23,6,2018
NH,Meriden,"Sat, 06/23 08:30",5K,CT Pet Fair,.$25,Results,2018-06-23T08:30:00Z,6,23,6,2018
L,Roxbury,"Sat, 06/23 08:30",6.5M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-06-23T08:30:00Z,6,23,6,2018
L,Roxbury,"Sat, 06/23 08:30",3.8M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-06-23T08:30:00Z,6,23,6,2018
M,Essex,"Sat, 06/23 08:45",5K,Run for Chris,.$25,Results,2018-06-23T08:45:00Z,6,23,6,2018
NL,Colchester,"Sat, 06/23 09:00",5K,Cross Country 5k to Outrace Hunger,".$25 by 6/1, then $30, $35 day of",Results,2018-06-23T09:00:00Z,6,23,6,2018
H,New Britain,"Sat, 06/23 09:00",5K,CMHA Run for Recovery,.$25,Results,2018-06-23T09:00:00Z,6,23,6,2018
NH,North Haven,"Sat, 06/23 09:30",5K,Kid U Not - Irish Festival,"$27, $32 raceday; Ages 12 & under - $13.50, $16 raceday",Results,2018-06-23T09:30:00Z,6,23,6,2018
F,Stamford,"Sat, 06/23 10:15",5K,Stamford KIC IT 5K,".$25 thru 3/15, then $28 thru 5/23, then $30 thru 6/12, then $32 race day",Results,2018-06-23T10:15:00Z,6,23,6,2018
F,Stamford,"Sun, 06/24 07:00",Sprint Tri,Stamford KIC IT Triathlon,".$70 thru 3/15, then $85 thru 5/23, then $95 thru 6/12, then $105 race day",Results,2018-06-24T07:00:00Z,6,24,7,2018
F,Stamford,"Sun, 06/24 07:00",Olympic Tri,Stamford KIC IT Triathlon,".$140 thru 3/15, then $165 thru 5/23, then $175 thru 6/12, then $185 race day",Results,2018-06-24T07:00:00Z,6,24,7,2018
H,Glastonbury,"Sun, 06/24 08:00",2M,Glastonbury River Runners 2M/5K,.$25,Results,2018-06-24T08:00:00Z,6,24,7,2018
H,Glastonbury,"Sun, 06/24 08:00",5K,Glastonbury River Runners 2M/5K,.$25,Results,2018-06-24T08:00:00Z,6,24,7,2018
W,Pomfret,"Sun, 06/24 09:00",8M,Wolf Den Dash,.$25,Results,2018-06-24T09:00:00Z,6,24,7,2018
W,Pomfret,"Sun, 06/24 09:00",4M,Wolf Den Dash,.$20,Results,2018-06-24T09:00:00Z,6,24,7,2018
NH,Orange,"Sun, 06/24 10:00",5K,Doc's Race,".$22 until 6/16, then $27, 12 and under $12 until 6/16, then $15",Results,2018-06-24T10:00:00Z,6,24,7,2018
H,Farmington,"Tue, 06/26 18:10",Tiny Triathlon,Winding Trails Triathlon,"$25, $20 for members",Results,2018-06-26T18:10:00Z,6,26,2,2018
H,Farmington,"Tue, 06/26 18:15",Triathlon,Winding Trails Triathlon,"$30, $20 for members",Results,2018-06-26T18:15:00Z,6,26,2,2018
F,New Canaan,"Tue, 06/26 19:00",5K,Summer Cross Country Series,".$3, students and kids - $2 (no preregistration) predicted time race",Results,2018-06-26T19:00:00Z,6,26,2,2018
L,Watertown,"Wed, 06/27 18:00",5K,Summer Poker Runs,.$3,Results,2018-06-27T18:00:00Z,6,27,3,2018
L,Watertown,"Wed, 06/27 18:00",3K,Summer Poker Runs,.$3,Results,2018-06-27T18:00:00Z,6,27,3,2018
NH,Meriden,"Wed, 06/27 18:30",3M,Summer Fun Run,Free,Results,2018-06-27T18:30:00Z,6,27,3,2018
NH,Naugatuck,"Wed, 06/27 19:00",5K,Schools out for the Summer,"$30, $15 students",Results,2018-06-27T19:00:00Z,6,27,3,2018
